<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
TIM_PE,D,20070813,000000,19.195,19.195,19.195,19.195,0,0
TIM_PE,D,20070814,000000,19.128,19.128,19.128,19.128,0,0
TIM_PE,D,20070816,000000,19.128,19.128,19.128,19.128,0,0
TIM_PE,D,20070817,000000,19.329,19.329,19.329,19.329,0,0
TIM_PE,D,20070820,000000,19.597,19.597,19.597,19.597,0,0
TIM_PE,D,20070821,000000,19.933,19.933,19.933,19.933,0,0
TIM_PE,D,20070822,000000,20.671,20.671,20.671,20.671,0,0
TIM_PE,D,20070823,000000,22.014,22.014,22.014,22.014,0,0
TIM_PE,D,20070824,000000,22.953,22.953,22.953,22.953,0,0
TIM_PE,D,20070827,000000,23.423,23.423,23.423,23.423,0,0
TIM_PE,D,20070828,000000,22.953,22.953,22.953,22.953,0,0
TIM_PE,D,20070829,000000,22.551,22.551,22.551,22.551,0,0
TIM_PE,D,20070830,000000,21.275,21.275,21.275,21.275,0,0
TIM_PE,D,20070831,000000,21.275,21.275,21.275,21.275,0,0
TIM_PE,D,20070903,000000,20.94,20.94,20.94,20.94,0,0
TIM_PE,D,20070904,000000,21.41,21.41,21.41,21.41,0,0
TIM_PE,D,20070905,000000,20.336,20.336,20.336,20.336,0,0
TIM_PE,D,20070906,000000,19.397,19.397,19.397,19.397,0,0
TIM_PE,D,20070907,000000,19.397,19.397,19.397,19.397,0,0
TIM_PE,D,20070910,000000,18.591,18.591,18.591,18.591,0,0
TIM_PE,D,20070911,000000,18.994,18.994,18.994,18.994,0,0
TIM_PE,D,20070912,000000,19.329,19.329,19.329,19.329,0,0
TIM_PE,D,20070913,000000,19.397,19.397,19.397,19.397,0,0
TIM_PE,D,20070914,000000,19.397,19.397,19.397,19.397,0,0
TIM_PE,D,20070917,000000,19.397,19.397,19.397,19.397,0,0
TIM_PE,D,20070918,000000,19.397,19.397,19.397,19.397,0,0
TIM_PE,D,20070919,000000,19.799,19.799,19.799,19.799,0,0
TIM_PE,D,20070920,000000,19.597,19.597,19.597,19.597,0,0
TIM_PE,D,20070921,000000,19.53,19.53,19.53,19.53,0,0
TIM_PE,D,20070924,000000,18.994,18.994,18.994,18.994,0,0
TIM_PE,D,20070925,000000,18.39,18.39,18.39,18.39,0,0
TIM_PE,D,20070926,000000,18.054,18.054,18.054,18.054,0,0
TIM_PE,D,20070927,000000,17.651,17.651,17.651,17.651,0,0
TIM_PE,D,20070928,000000,17.785,17.785,17.785,17.785,0,0
TIM_PE,D,20071001,000000,17.517,17.517,17.517,17.517,0,0
TIM_PE,D,20071002,000000,17.45,17.45,17.45,17.45,0,0
TIM_PE,D,20071003,000000,17.114,17.114,17.114,17.114,0,0
TIM_PE,D,20071004,000000,16.913,16.913,16.913,16.913,0,0
TIM_PE,D,20071005,000000,17.382,17.382,17.382,17.382,0,0
TIM_PE,D,20071008,000000,17.584,17.584,17.584,17.584,0,0
TIM_PE,D,20071009,000000,18.054,18.054,18.054,18.054,0,0
TIM_PE,D,20071010,000000,18.457,18.457,18.457,18.457,0,0
TIM_PE,D,20071011,000000,18.323,18.323,18.323,18.323,0,0
TIM_PE,D,20071012,000000,18.054,18.054,18.054,18.054,0,0
TIM_PE,D,20071015,000000,17.987,17.987,17.987,17.987,0,0
TIM_PE,D,20071016,000000,18.054,18.054,18.054,18.054,0,0
TIM_PE,D,20071017,000000,17.987,17.987,17.987,17.987,0,0
TIM_PE,D,20071018,000000,17.584,17.584,17.584,17.584,0,0
TIM_PE,D,20071019,000000,17.584,17.584,17.584,17.584,0,0
TIM_PE,D,20071022,000000,17.584,17.584,17.584,17.584,0,0
TIM_PE,D,20071023,000000,14.564,14.564,14.564,14.564,0,0
TIM_PE,D,20071024,000000,14.027,14.027,14.027,14.027,0,0
TIM_PE,D,20071025,000000,13.222,13.222,13.222,13.222,0,0
TIM_PE,D,20071026,000000,12.752,12.752,12.752,12.752,0,0
TIM_PE,D,20071029,000000,12.819,12.819,12.819,12.819,0,0
TIM_PE,D,20071030,000000,12.617,12.617,12.617,12.617,0,0
TIM_PE,D,20071031,000000,12.417,12.417,12.417,12.417,0,0
TIM_PE,D,20071102,000000,12.752,12.752,12.752,12.752,0,0
TIM_PE,D,20071105,000000,12.349,12.349,12.349,12.349,0,0
TIM_PE,D,20071106,000000,12.417,12.417,12.417,12.417,0,0
TIM_PE,D,20071107,000000,12.484,12.484,12.484,12.484,0,0
TIM_PE,D,20071108,000000,12.484,12.484,12.484,12.484,0,0
TIM_PE,D,20071109,000000,12.349,12.417,11.946,12.417,0,0
TIM_PE,D,20071112,000000,12.014,12.417,11.946,11.946,0,0
TIM_PE,D,20071113,000000,11.946,11.946,11.745,11.879,0,0
TIM_PE,D,20071114,000000,12.148,12.148,11.678,11.879,0,0
TIM_PE,D,20071115,000000,11.946,11.946,10,10.403,0,0
TIM_PE,D,20071116,000000,10,10.403,9.665,9.731,0,0
TIM_PE,D,20071119,000000,9.731,10.067,9.731,10,0,0
TIM_PE,D,20071120,000000,9.866,9.866,9.866,9.866,0,0
TIM_PE,D,20071121,000000,9.799,9.799,9.799,9.799,0,0
TIM_PE,D,20071122,000000,9.799,10.47,9.597,10.268,0,0
TIM_PE,D,20071123,000000,10.939,10.939,10.47,10.671,0,0
TIM_PE,D,20071126,000000,10.873,10.873,10.47,10.873,0,0
TIM_PE,D,20071127,000000,10.873,10.873,10.47,10.671,0,0
TIM_PE,D,20071128,000000,10.671,11.141,10.537,10.873,0,0
TIM_PE,D,20071129,000000,10.604,11.208,10.604,10.805,0,0
TIM_PE,D,20071130,000000,11.007,11.007,10.47,10.805,0,0
TIM_PE,D,20071203,000000,11.007,11.141,10.403,11.141,0,0
TIM_PE,D,20071204,000000,11.141,11.141,10.537,11.141,0,0
TIM_PE,D,20071205,000000,11.074,11.409,10.805,11.342,0,0
TIM_PE,D,20071206,000000,11.141,11.342,10.939,11.342,0,0
TIM_PE,D,20071207,000000,11.476,11.476,11.007,11.276,0,0
TIM_PE,D,20071210,000000,11.342,11.342,10.939,11.007,0,0
TIM_PE,D,20071211,000000,10.671,10.805,10.47,10.47,0,0
TIM_PE,D,20071212,000000,10.47,10.47,9.934,10.067,0,0
TIM_PE,D,20071213,000000,10,10.067,9.3291,10.067,0,0
TIM_PE,D,20071214,000000,9.665,10.268,9.665,10.268,0,0
TIM_PE,D,20071217,000000,10.067,10.067,9.665,9.866,0,0
TIM_PE,D,20071218,000000,9.665,10.268,9.665,10.268,0,0
TIM_PE,D,20071219,000000,10.067,10.268,9.866,10.268,0,0
TIM_PE,D,20071220,000000,10.067,10.268,9.866,10.268,0,0
TIM_PE,D,20071221,000000,9.866,10.47,9.866,10.47,0,0
TIM_PE,D,20071227,000000,10.067,10.671,10.067,10.268,0,0
TIM_PE,D,20071228,000000,10.067,10.671,9.934,10.671,0,0
TIM_PE,D,20080102,000000,10.537,10.537,10.134,10.336,0,0
TIM_PE,D,20080103,000000,10.268,10.336,10.134,10.336,0,0
TIM_PE,D,20080104,000000,10.671,11.141,10.403,10.939,0,0
TIM_PE,D,20080107,000000,10.671,10.873,10.671,10.873,0,0
TIM_PE,D,20080108,000000,10.739,10.739,10.537,10.671,0,0
TIM_PE,D,20080109,000000,10.739,10.739,10.403,10.403,0,0
TIM_PE,D,20080110,000000,10.47,10.671,9.934,10,0,0
TIM_PE,D,20080111,000000,10,10.268,9.799,9.866,0,0
TIM_PE,D,20080114,000000,9.866,9.866,9.866,9.866,0,0
TIM_PE,D,20080115,000000,9.4631,10,9.061,9.597,0,0
TIM_PE,D,20080116,000000,8.658,9.1941,8.658,9.1941,0,0
TIM_PE,D,20080117,000000,9.1941,9.3965,8.792,9.1275,0,0
TIM_PE,D,20080118,000000,8.926,9.3965,8.926,9.061,0,0
TIM_PE,D,20080121,000000,9.1275,9.1275,8.1882,8.2555,0,0
TIM_PE,D,20080122,000000,7.7183,8.3891,7.7183,8.121,0,0
TIM_PE,D,20080123,000000,8.3891,8.7253,8.121,8.121,0,0
