<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
DOM_PE,D,20070813,000000,11.771,11.771,11.771,11.771,0,0
DOM_PE,D,20070814,000000,11.717,11.717,11.717,11.717,0,0
DOM_PE,D,20070816,000000,10.78,10.78,10.78,10.78,0,0
DOM_PE,D,20070817,000000,11.039,11.039,11.039,11.039,0,0
DOM_PE,D,20070820,000000,11.092,11.092,11.092,11.092,0,0
DOM_PE,D,20070821,000000,10.937,10.937,10.937,10.937,0,0
DOM_PE,D,20070822,000000,11.56,11.56,11.56,11.56,0,0
DOM_PE,D,20070823,000000,11.356,11.356,11.356,11.356,0,0
DOM_PE,D,20070824,000000,11.405,11.405,11.405,11.405,0,0
DOM_PE,D,20070827,000000,11.458,11.458,11.458,11.458,0,0
DOM_PE,D,20070828,000000,11.356,11.356,11.356,11.356,0,0
DOM_PE,D,20070829,000000,11.356,11.356,11.356,11.356,0,0
DOM_PE,D,20070830,000000,11.405,11.405,11.405,11.405,0,0
DOM_PE,D,20070831,000000,11.615,11.615,11.615,11.615,0,0
DOM_PE,D,20070903,000000,11.512,11.512,11.512,11.512,0,0
DOM_PE,D,20070904,000000,11.458,11.458,11.458,11.458,0,0
DOM_PE,D,20070905,000000,11.56,11.56,11.56,11.56,0,0
DOM_PE,D,20070906,000000,11.458,11.458,11.458,11.458,0,0
DOM_PE,D,20070907,000000,11.458,11.458,11.458,11.458,0,0
DOM_PE,D,20070910,000000,11.248,11.248,11.248,11.248,0,0
DOM_PE,D,20070911,000000,11.56,11.56,11.56,11.56,0,0
DOM_PE,D,20070912,000000,11.356,11.356,11.356,11.356,0,0
DOM_PE,D,20070913,000000,11.302,11.302,11.302,11.302,0,0
DOM_PE,D,20070914,000000,11.458,11.458,11.458,11.458,0,0
DOM_PE,D,20070917,000000,11.458,11.458,11.458,11.458,0,0
DOM_PE,D,20070918,000000,11.717,11.717,11.717,11.717,0,0
DOM_PE,D,20070919,000000,11.668,11.668,11.668,11.668,0,0
DOM_PE,D,20070920,000000,11.717,11.717,11.717,11.717,0,0
DOM_PE,D,20070921,000000,11.928,11.928,11.928,11.928,0,0
DOM_PE,D,20070924,000000,11.405,11.405,11.405,11.405,0,0
DOM_PE,D,20070925,000000,11.405,11.405,11.405,11.405,0,0
DOM_PE,D,20070926,000000,11.195,11.195,11.195,11.195,0,0
DOM_PE,D,20070927,000000,11.248,11.248,11.248,11.248,0,0
DOM_PE,D,20070928,000000,11.248,11.248,11.248,11.248,0,0
DOM_PE,D,20071001,000000,11.039,11.039,11.039,11.039,0,0
DOM_PE,D,20071002,000000,10.989,10.989,10.989,10.989,0,0
DOM_PE,D,20071003,000000,10.726,10.726,10.726,10.726,0,0
DOM_PE,D,20071004,000000,10.78,10.78,10.78,10.78,0,0
DOM_PE,D,20071005,000000,10.78,10.78,10.78,10.78,0,0
